OTU_ID	NCBI_SuperKingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	lowest_taxa_annotation	kingdom	phylum	class	order	family	genus	species	scientificName	taxonRank	verbatimIdentification
1605	OTU2442	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1606	OTU2443	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
1607	OTU2444	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1608	OTU2445	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1609	OTU2446	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1610	OTU2447	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1611	OTU2448	Eukaryota	Oomycota		Pythiales	Pythiaceae	Pythium		Pythium	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium		Pythium Pringsheim, 1858	genus	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Pythiales|f:Pythiaceae|g:Pythium|s:NA
1612	OTU2449	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1613	OTU245	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1614	OTU2450	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1615	OTU2451	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1616	OTU2452	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1617	OTU2453	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1618	OTU2454	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1619	OTU2455	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1620	OTU2456	Eukaryota	Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba_tubiashi	Acanthamoeba_tubiashi	Protozoa	Amoebozoa	Lobosa	Amoebida	Acanthamoebidae	Acanthamoeba	Acanthamoeba tubiashi	Acanthamoeba tubiashi Lewis & Sawyer, 1979	species	NCBI_annotation|do:Eukaryota|p:Discosea|c:NA|o:Longamoebia|f:Acanthamoebidae|g:Acanthamoeba|s:Acanthamoeba_tubiashi
1621	OTU2457	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1622	OTU2458	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1623	OTU2459	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1624	OTU246	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1625	OTU2460	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1626	OTU2461	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1627	OTU2462	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1628	OTU2463	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1629	OTU2464	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1630	OTU2465	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1631	OTU2466	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1632	OTU2467	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1633	OTU2468	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1634	OTU2469	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1635	OTU247	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1636	OTU2470	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1637	OTU2471	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1638	OTU2472	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1639	OTU2473	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1640	OTU2474	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1641	OTU2475	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1642	OTU2476	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1643	OTU2477	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1644	OTU2478	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Blastocladiella	Blastocladiella emersonii	Blastocladiella emersonii	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Clavochytridium	Clavochytridium emersonii	Blastocladiella emersonii Cantino & Hyatt	species	NCBI_annotation|do:Eukaryota|p:Blastocladiomycota|c:Blastocladiomycetes|o:Blastocladiales|f:Blastocladiaceae|g:Blastocladiella|s:Blastocladiella emersonii
1645	OTU2479	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1646	OTU248	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1647	OTU2480	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1648	OTU2481	Eukaryota		Phaeophyceae	Fucales	Notheiaceae	Notheia	Notheia_anomala	Notheia_anomala	Chromista	Ochrophyta	Phaeophyceae	Fucales	Notheiaceae	Notheia	Notheia anomala	Notheia anomala Harv. & Bailey	species	NCBI_annotation|do:Eukaryota|p:NA|c:Phaeophyceae|o:Fucales|f:Notheiaceae|g:Notheia|s:Notheia_anomala
1649	OTU2482	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1650	OTU2483	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1651	OTU2484	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1652	OTU2485	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1653	OTU2486	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1654	OTU2487	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemus	Lactifluus volemus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemus	Lactifluus volemus (Fr.) Kuntze	species	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:Russulales|f:Russulaceae|g:Lactifluus|s:Lactifluus volemus
1655	OTU2488	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1656	OTU2489	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1657	OTU249	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1658	OTU2490	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1659	OTU2491	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1660	OTU2492	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1661	OTU2493	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1662	OTU2494	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1663	OTU2495	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1664	OTU2496	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1665	OTU2497	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1666	OTU2498	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1667	OTU2499	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1668	OTU25	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1669	OTU250	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1670	OTU2500	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella fousta	Korotnevella fousta	Protozoa	Amoebozoa	Lobosa	Amoebida	Paramoebidae	Korotnevella		Korotnevella Goodkov, 1988	genus	NCBI_annotation|do:Eukaryota|p:Discosea|c:Flabellinia|o:Dactylopodida|f:Paramoebidae|g:Korotnevella|s:Korotnevella fousta
1671	OTU2501	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1672	OTU2502	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1673	OTU2503	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1674	OTU2504	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1675	OTU2505	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1676	OTU2506	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1677	OTU2507	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1678	OTU2508	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1679	OTU2509	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1680	OTU251	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1681	OTU2510	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1682	OTU2511	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1683	OTU2512	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1684	OTU2513	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1685	OTU2514	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1686	OTU2515	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1687	OTU2516	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1688	OTU2517	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1689	OTU2518	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1690	OTU2519	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1691	OTU252	Eukaryota	Streptophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia		Utricularia	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia		Utricularia L.	genus	NCBI_annotation|do:Eukaryota|p:Streptophyta|c:Magnoliopsida|o:Lamiales|f:Lentibulariaceae|g:Utricularia|s:NA
1692	OTU2520	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1693	OTU2521	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1694	OTU2522	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1695	OTU2523	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1696	OTU2524	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1697	OTU2525	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1698	OTU2526	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1699	OTU2527	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1700	OTU2528	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1701	OTU2529	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1702	OTU253	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1703	OTU2530	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1704	OTU2531	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1705	OTU2532	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1706	OTU2533	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1707	OTU2534	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1708	OTU2535	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1709	OTU2536	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1710	OTU2537	Eukaryota	Basidiomycota	Agaricomycetes					Agaricomycetes	Fungi	Basidiomycota	Agaricomycetes					Agaricomycetes	class	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:NA|f:NA|g:NA|s:NA
1711	OTU2538	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1712	OTU2539	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1713	OTU254	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1714	OTU2540	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1715	OTU2541	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1716	OTU2542	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1717	OTU2543	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1718	OTU2544	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1719	OTU2545	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1720	OTU2546	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1721	OTU2547	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1722	OTU2548	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1723	OTU2549	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1724	OTU255	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1725	OTU2550	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1726	OTU2551	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1727	OTU2552	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1728	OTU2553	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1729	OTU2554	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1730	OTU2555	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1731	OTU2556	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1732	OTU2557	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1733	OTU2558	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1734	OTU2559	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1735	OTU256	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1736	OTU2560	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1737	OTU2561	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1738	OTU2562	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1739	OTU2563	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Lensia	Lensia subtiloides	Lensia subtiloides	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Lensia	Lensia subtiloides	Lensia subtiloides (Lens & van Riemsdijk, 1908)	species	NCBI_annotation|do:Eukaryota|p:Cnidaria|c:Hydrozoa|o:Siphonophorae|f:Diphyidae|g:Lensia|s:Lensia subtiloides
1740	OTU2564	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1741	OTU2565	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1742	OTU2566	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1743	OTU2567	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1744	OTU2568	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1745	OTU2569	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1746	OTU257	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
1748	OTU2571	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1749	OTU2572	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
1750	OTU2573	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1751	OTU2574	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1752	OTU2575	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1753	OTU2576	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1754	OTU2577	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1755	OTU2578	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1756	OTU2579	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1757	OTU258	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1758	OTU2580	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1759	OTU2581	Eukaryota	Chlorophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Chlorophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
1760	OTU2582	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1761	OTU2583	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1762	OTU2584	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1763	OTU2585	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1764	OTU2586	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1765	OTU2587	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1766	OTU2588	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1767	OTU2589	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1768	OTU259	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1769	OTU2590	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1770	OTU2591	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1771	OTU2592	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1772	OTU2593	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1773	OTU2594	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1774	OTU2595	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1775	OTU2596	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1776	OTU2597	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1777	OTU2598	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1778	OTU2599	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1779	OTU26	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
1780	OTU260	Eukaryota	Basidiomycota	Agaricomycetes					Agaricomycetes	Fungi	Basidiomycota	Agaricomycetes					Agaricomycetes	class	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:NA|f:NA|g:NA|s:NA
